Date,Price,Open,High,Low,Vol.,Change %
6/15/2020,73.19,71.69,73.53,71.35,6.49M,2.11%
6/12/2020,71.68,71.5,73.21,70.25,5.92M,0.56%
6/11/2020,71.28,73.14,74.33,71.03,7.81M,-3.44%
6/10/2020,73.82,72.38,74.24,72.38,9.11M,2.53%
6/9/2020,72,71.28,72.16,70.23,6.25M,1.80%
6/8/2020,70.73,68.64,70.76,68.34,6.94M,1.87%
6/5/2020,69.43,67.99,69.59,67.4,8.62M,-0.54%
6/4/2020,69.81,69.62,71.01,69.1,7.63M,-0.16%
6/3/2020,69.92,72.39,72.52,69.7,10.52M,-4.19%
6/2/2020,72.98,72.78,72.99,71.1,6.52M,-0.01%
6/1/2020,72.99,72.01,73.58,71.75,4.93M,1.40%
5/29/2020,71.98,70.66,72.21,69.82,11.44M,2.51%
5/28/2020,70.22,69.97,71.72,69.73,7.90M,0.10%
5/27/2020,70.15,69.6,70.28,66.6,13.22M,0.21%
5/26/2020,70,73.13,73.16,69.77,11.63M,-4.21%
5/22/2020,73.08,73.03,73.15,72.24,5.16M,0.84%
5/21/2020,72.47,73.94,74.48,72.44,9.52M,-1.78%
5/20/2020,73.78,73.49,74.52,73.35,6.23M,1.03%
5/19/2020,73.03,72.72,74.44,72.72,5.51M,0.21%
5/18/2020,72.88,73.79,74.66,72.47,8.50M,-1.41%
5/15/2020,73.92,72.62,73.97,72.3,5.85M,1.32%
5/14/2020,72.96,73.58,73.85,71.63,6.75M,-0.96%
5/13/2020,73.67,72.44,75,72,8.81M,1.97%
5/12/2020,72.25,75.26,75.49,71.95,8.92M,-4.25%
5/11/2020,75.46,73.06,75.97,72.6,9.29M,3.17%
5/8/2020,73.14,73.18,74,72.51,6.09M,0.05%
5/7/2020,73.1,72.31,73.64,71.12,8.65M,0.32%
5/6/2020,72.87,74,74.79,71.03,21.71M,6.33%
5/5/2020,68.53,67.67,69.63,66.97,15.46M,2.74%
5/4/2020,66.7,65.33,66.89,65.23,7.78M,3.06%
5/1/2020,64.72,63.14,64.93,62.85,5.10M,1.55%
4/30/2020,63.73,64.82,65.46,63.41,9.90M,-1.64%
4/29/2020,64.79,64.15,65.2,62.34,8.57M,1.46%
4/28/2020,63.86,67,67.33,63.72,7.91M,-4.77%
4/27/2020,67.06,67.4,67.77,66.51,6.14M,0.62%
4/24/2020,66.65,66.07,66.88,65.8,7.32M,1.17%
4/23/2020,65.88,66.98,67.58,65.82,5.90M,-1.64%
4/22/2020,66.98,66.7,67.12,64.73,6.69M,1.92%
4/21/2020,65.72,66.24,67.04,64.97,7.78M,-1.17%
4/20/2020,66.5,66.62,67.15,65.96,5.11M,-0.57%
4/17/2020,66.88,66.5,67,64.89,10.94M,-1.72%
4/16/2020,68.05,66.45,68.32,65.55,11.28M,3.56%
4/15/2020,65.71,62.63,66.06,62.25,9.41M,3.84%
4/14/2020,63.28,63.98,64,62.72,7.16M,0.84%
4/13/2020,62.75,60.32,63,60.02,8.05M,3.79%
4/9/2020,60.46,61.28,61.8,59.55,8.40M,-1.00%
4/8/2020,61.07,60.36,61.49,59.91,7.42M,2.00%
4/7/2020,59.87,62.53,62.55,58.12,14.93M,-2.81%
4/6/2020,61.6,61.13,62.4,60.1,10.08M,2.70%
4/3/2020,59.98,61.26,61.72,58.77,7.15M,-1.32%
4/2/2020,60.78,58.27,61.09,58.01,8.03M,5.70%
4/1/2020,57.5,58,59.61,57.06,7.32M,-3.33%
3/31/2020,59.48,58.04,60.1,57.83,10.13M,1.73%
3/30/2020,58.47,58.34,59.75,57.51,9.31M,2.65%
3/27/2020,56.96,56.5,58.62,55.78,8.51M,-1.32%
3/26/2020,57.72,53.47,57.77,53.47,9.99M,9.17%
3/25/2020,52.87,54.53,55.65,52.59,11.19M,-2.87%
3/24/2020,54.43,58.73,61.23,53.84,14.89M,-3.61%
3/23/2020,56.47,52.81,57.66,52.33,19.60M,8.49%
3/20/2020,52.05,55.25,55.6,51.38,12.92M,-3.84%
3/19/2020,54.13,55.6,58.09,53.81,10.15M,-2.63%
3/18/2020,55.59,52.95,58.21,52.08,14.55M,-1.01%
3/17/2020,56.16,53.66,57,50.51,10.80M,6.44%
3/16/2020,52.76,53.11,57.07,52.48,10.46M,-10.64%
3/13/2020,59.04,57,59.05,53.1,9.94M,8.21%
3/12/2020,54.56,55.1,57.49,52.83,11.64M,-8.04%
3/11/2020,59.33,58.75,60.46,58.4,10.53M,-2.27%
3/10/2020,60.71,59.45,61.12,57.93,15.38M,5.86%
3/9/2020,57.35,56.6,59.12,55.4,13.17M,-4.37%
3/6/2020,59.97,59.65,60.88,58.35,9.75M,-2.52%
3/5/2020,61.52,60.78,62.3,60.34,6.98M,-1.65%
3/4/2020,62.55,60,62.59,59.59,7.31M,6.47%
3/3/2020,58.75,60.56,61.82,58.14,9.83M,-3.04%
3/2/2020,60.59,58.3,60.65,57.91,9.48M,4.23%
2/28/2020,58.13,56.29,58.18,55.92,10.46M,-0.34%
2/27/2020,58.33,57.8,60.29,57.52,9.01M,-1.75%
2/26/2020,59.37,59.74,60.5,58.96,8.28M,-0.24%
2/25/2020,59.51,61.8,62.02,59.31,10.45M,-4.49%
2/24/2020,62.31,61.21,63.2,61.01,6.10M,-1.69%
2/21/2020,63.38,63.82,63.93,63.07,3.48M,-0.97%
2/20/2020,64,64.02,64.53,62.93,4.22M,-0.57%
2/19/2020,64.37,64,64.43,63.79,4.87M,0.99%
2/18/2020,63.74,63.36,64.12,63.26,5.32M,0.35%
2/14/2020,63.52,62.69,63.54,62.31,4.24M,1.49%
2/13/2020,62.59,62.25,62.94,62,3.64M,-0.33%
2/12/2020,62.8,61.5,63.12,61.44,5.24M,2.63%
2/11/2020,61.19,61.93,61.93,60.58,5.35M,-0.71%
2/10/2020,61.63,61.42,61.95,60.77,5.28M,0.16%
2/7/2020,61.53,61.33,62.84,60.38,12.94M,2.11%
2/6/2020,60.26,59.19,60.64,59,9.59M,2.40%
2/5/2020,58.85,60.14,60.14,58.44,5.99M,-0.61%
2/4/2020,59.21,58.86,59.38,57.37,6.65M,1.72%
2/3/2020,58.21,58.64,58.9,58.09,4.83M,-0.46%
1/31/2020,58.48,60.2,60.3,58.35,8.18M,-3.96%
1/30/2020,60.89,59.92,60.9,59.92,5.29M,0.81%
1/29/2020,60.4,60.49,60.57,59.9,4.34M,0.62%
